dataset,psrType,bmUnit,nationalGridBmUnitId,settlementDate,settlementPeriod,halfHourEndTime,quantity
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,26,2022-09-04T12:00:00,18.467
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,27,2022-09-04T12:30:00,19.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,28,2022-09-04T13:00:00,21.297
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,29,2022-09-04T13:30:00,30.357
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,30,2022-09-04T14:00:00,33.767
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,31,2022-09-04T14:30:00,33.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,32,2022-09-04T15:00:00,39.517
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,33,2022-09-04T15:30:00,46.847
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,34,2022-09-04T16:00:00,50.787
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,35,2022-09-04T16:30:00,52.987
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,36,2022-09-04T17:00:00,49.537
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,37,2022-09-04T17:30:00,56.677
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,38,2022-09-04T18:00:00,71.077
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,39,2022-09-04T18:30:00,76.177
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,40,2022-09-04T19:00:00,84.827
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,41,2022-09-04T19:30:00,98.917
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,42,2022-09-04T20:00:00,103.037
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,43,2022-09-04T20:30:00,101.007
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,44,2022-09-04T21:00:00,104.047
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,45,2022-09-04T21:30:00,100.677
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,46,2022-09-04T22:00:00,90.037
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,47,2022-09-04T22:30:00,86.157
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-04,48,2022-09-04T23:00:00,82.297
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,1,2022-09-04T23:30:00,82.237
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,2,2022-09-05T00:00:00,82.027
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,3,2022-09-05T00:30:00,89.447
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,4,2022-09-05T01:00:00,96.587
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,5,2022-09-05T01:30:00,106.917
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,6,2022-09-05T02:00:00,112.977
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,7,2022-09-05T02:30:00,107.417
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,8,2022-09-05T03:00:00,110.237
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,9,2022-09-05T03:30:00,123.267
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,10,2022-09-05T04:00:00,109.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,11,2022-09-05T04:30:00,123.707
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,12,2022-09-05T05:00:00,115.617
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,13,2022-09-05T05:30:00,122.687
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,14,2022-09-05T06:00:00,147.447
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,15,2022-09-05T06:30:00,174.347
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,16,2022-09-05T07:00:00,186.987
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,17,2022-09-05T07:30:00,122.527
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,18,2022-09-05T08:00:00,106.027
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,19,2022-09-05T08:30:00,99.317
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,20,2022-09-05T09:00:00,119.087
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,21,2022-09-05T09:30:00,106.647
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,22,2022-09-05T10:00:00,99.227
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,23,2022-09-05T10:30:00,84.497
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,24,2022-09-05T11:00:00,70.257
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,25,2022-09-05T11:30:00,40.207
B1610,Generation,T_HOWAO-1,HOWAO-1,2022-09-05,26,2022-09-05T12:00:00,23.177
